## This file was generated by InflowWind_Driver on 31-Mar-2021 at 11:44:43.
## This file contains the wind velocity at a grid of points at each requested timestep
## It is arranged as blocks of X,Y,Z,U,V,W at each timestep
## Each block is separated by two blank lines for use in gnuplot
# 
#  Requested data:
#    Dimension             Range             Stepsize       Num. points
#   -------------------------------------------------------------------
#       X         -4.50    ->    4.50          1.00             10
#       Y         -4.50    ->    4.50          1.00             10
#       Z        145.50    ->  154.50          1.00             10
#       T          0.0000  ->    1.0000        0.1000           10     
# 
# 
#           X              Y              Z              U              V              W
#          (m)            (m)            (m)           (m/s)          (m/s)          (m/s)



# Time: 0
    -1.5000000       -4.5000000      149.5000000       17.688       -2.377       -1.970
    -1.5000000       -3.5000000      149.5000000       17.540       -2.484       -1.344
    -1.5000000       -2.5000000      149.5000000       17.392       -2.591       -0.717
    -1.5000000       -1.5000000      149.5000000       17.244       -2.698       -0.091
    -1.5000000       -0.5000000      149.5000000       17.095       -2.805        0.536
    -1.5000000        0.5000000      149.5000000       17.085       -2.836        0.857
    -1.5000000        1.5000000      149.5000000       17.213       -2.792        0.874
    -1.5000000        2.5000000      149.5000000       17.341       -2.747        0.890
    -1.5000000        3.5000000      149.5000000       17.469       -2.703        0.906
    -1.5000000        4.5000000      149.5000000       17.597       -2.659        0.923
    -1.5000000       -4.5000000      150.5000000       17.620       -2.182       -2.005
    -1.5000000       -3.5000000      150.5000000       17.487       -2.382       -1.372
    -1.5000000       -2.5000000      150.5000000       17.353       -2.582       -0.738
    -1.5000000       -1.5000000      150.5000000       17.219       -2.782       -0.104
    -1.5000000       -0.5000000      150.5000000       17.085       -2.982        0.530
    -1.5000000        0.5000000      150.5000000       17.084       -3.061        0.859
    -1.5000000        1.5000000      150.5000000       17.215       -3.018        0.884
    -1.5000000        2.5000000      150.5000000       17.347       -2.975        0.909
    -1.5000000        3.5000000      150.5000000       17.478       -2.932        0.934
    -1.5000000        4.5000000      150.5000000       17.610       -2.889        0.959
    -1.5000000       -4.5000000      151.5000000       17.416       -1.784       -1.769
    -1.5000000       -3.5000000      151.5000000       17.326       -1.997       -1.211
    -1.5000000       -2.5000000      151.5000000       17.237       -2.210       -0.654
    -1.5000000       -1.5000000      151.5000000       17.148       -2.424       -0.096
    -1.5000000       -0.5000000      151.5000000       17.059       -2.637        0.462
    -1.5000000        0.5000000      151.5000000       17.081       -2.715        0.756
    -1.5000000        1.5000000      151.5000000       17.215       -2.659        0.784
    -1.5000000        2.5000000      151.5000000       17.348       -2.602        0.813
    -1.5000000        3.5000000      151.5000000       17.482       -2.546        0.842
    -1.5000000        4.5000000      151.5000000       17.616       -2.490        0.870
    -1.5000000       -4.5000000      152.5000000       17.211       -1.385       -1.533
    -1.5000000       -3.5000000      152.5000000       17.166       -1.612       -1.051
    -1.5000000       -2.5000000      152.5000000       17.122       -1.838       -0.569
    -1.5000000       -1.5000000      152.5000000       17.077       -2.065       -0.087
    -1.5000000       -0.5000000      152.5000000       17.032       -2.291        0.395
    -1.5000000        0.5000000      152.5000000       17.078       -2.370        0.652
    -1.5000000        1.5000000      152.5000000       17.214       -2.300        0.685
    -1.5000000        2.5000000      152.5000000       17.349       -2.230        0.717
    -1.5000000        3.5000000      152.5000000       17.485       -2.160        0.750
    -1.5000000        4.5000000      152.5000000       17.621       -2.091        0.782
    -1.5000000       -4.5000000      153.5000000       17.006       -0.986       -1.297
    -1.5000000       -3.5000000      153.5000000       17.006       -1.226       -0.891
    -1.5000000       -2.5000000      153.5000000       17.006       -1.466       -0.485
    -1.5000000       -1.5000000      153.5000000       17.006       -1.706       -0.079
    -1.5000000       -0.5000000      153.5000000       17.005       -1.946        0.327
    -1.5000000        0.5000000      153.5000000       17.074       -2.024        0.549
    -1.5000000        1.5000000      153.5000000       17.213       -1.941        0.585
    -1.5000000        2.5000000      153.5000000       17.351       -1.858        0.621
    -1.5000000        3.5000000      153.5000000       17.489       -1.775        0.658
    -1.5000000        4.5000000      153.5000000       17.627       -1.692        0.694
    -1.5000000       -4.5000000      154.5000000       16.802       -0.588       -1.062
    -1.5000000       -3.5000000      154.5000000       16.846       -0.841       -0.731
    -1.5000000       -2.5000000      154.5000000       16.890       -1.094       -0.401
    -1.5000000       -1.5000000      154.5000000       16.935       -1.347       -0.070
    -1.5000000       -0.5000000      154.5000000       16.979       -1.601        0.260
    -1.5000000        0.5000000      154.5000000       17.071       -1.679        0.445
    -1.5000000        1.5000000      154.5000000       17.212       -1.582        0.485
    -1.5000000        2.5000000      154.5000000       17.352       -1.486        0.525
    -1.5000000        3.5000000      154.5000000       17.493       -1.389        0.566
    -1.5000000        4.5000000      154.5000000       17.633       -1.293        0.606
    -0.5000000       -4.5000000      145.5000000       17.324       -2.436       -0.749
    -0.5000000       -3.5000000      145.5000000       17.305       -1.822       -0.469
    -0.5000000       -2.5000000      145.5000000       17.285       -1.208       -0.190
    -0.5000000       -1.5000000      145.5000000       17.266       -0.594        0.090
    -0.5000000       -0.5000000      145.5000000       17.246        0.019        0.369
    -0.5000000        0.5000000      145.5000000       17.312        0.372        0.364
    -0.5000000        1.5000000      145.5000000       17.465        0.462        0.074
    -0.5000000        2.5000000      145.5000000       17.617        0.553       -0.216
    -0.5000000        3.5000000      145.5000000       17.769        0.643       -0.506
    -0.5000000        4.5000000      145.5000000       17.921        0.734       -0.796
    -0.5000000       -4.5000000      146.5000000       17.388       -2.395       -1.109
    -0.5000000       -3.5000000      146.5000000       17.350       -1.943       -0.762
    -0.5000000       -2.5000000      146.5000000       17.311       -1.491       -0.415
    -0.5000000       -1.5000000      146.5000000       17.273       -1.039       -0.068
    -0.5000000       -0.5000000      146.5000000       17.234       -0.587        0.280
    -0.5000000        0.5000000      146.5000000       17.294       -0.331        0.337
    -0.5000000        1.5000000      146.5000000       17.452       -0.271        0.105
    -0.5000000        2.5000000      146.5000000       17.610       -0.211       -0.128
    -0.5000000        3.5000000      146.5000000       17.767       -0.151       -0.360
    -0.5000000        4.5000000      146.5000000       17.925       -0.092       -0.592
    -0.5000000       -4.5000000      147.5000000       17.452       -2.354       -1.470
    -0.5000000       -3.5000000      147.5000000       17.395       -2.064       -1.055
    -0.5000000       -2.5000000      147.5000000       17.337       -1.774       -0.640
    -0.5000000       -1.5000000      147.5000000       17.280       -1.484       -0.225
    -0.5000000       -0.5000000      147.5000000       17.222       -1.194        0.190
    -0.5000000        0.5000000      147.5000000       17.275       -1.034        0.310
    -0.5000000        1.5000000      147.5000000       17.439       -1.005        0.135
    -0.5000000        2.5000000      147.5000000       17.602       -0.975       -0.039
    -0.5000000        3.5000000      147.5000000       17.766       -0.946       -0.214
    -0.5000000        4.5000000      147.5000000       17.929       -0.917       -0.389
    -0.5000000       -4.5000000      148.5000000       17.516       -2.313       -1.830
    -0.5000000       -3.5000000      148.5000000       17.440       -2.185       -1.348
    -0.5000000       -2.5000000      148.5000000       17.363       -2.057       -0.865
    -0.5000000       -1.5000000      148.5000000       17.287       -1.929       -0.383
    -0.5000000       -0.5000000      148.5000000       17.211       -1.800        0.100
    -0.5000000        0.5000000      148.5000000       17.257       -1.737        0.283
    -0.5000000        1.5000000      148.5000000       17.426       -1.738        0.166
    -0.5000000        2.5000000      148.5000000       17.595       -1.740        0.049
    -0.5000000        3.5000000      148.5000000       17.764       -1.741       -0.068
    -0.5000000        4.5000000      148.5000000       17.934       -1.742       -0.185
    -0.5000000       -4.5000000      149.5000000       17.580       -2.272       -2.191
    -0.5000000       -3.5000000      149.5000000       17.485       -2.306       -1.641
    -0.5000000       -2.5000000      149.5000000       17.390       -2.340       -1.090
    -0.5000000       -1.5000000      149.5000000       17.294       -2.373       -0.540
    -0.5000000       -0.5000000      149.5000000       17.199       -2.407        0.010
    -0.5000000        0.5000000      149.5000000       17.239       -2.440        0.256
    -0.5000000        1.5000000      149.5000000       17.413       -2.472        0.197
    -0.5000000        2.5000000      149.5000000       17.588       -2.504        0.137
    -0.5000000        3.5000000      149.5000000       17.763       -2.536        0.078
    -0.5000000        4.5000000      149.5000000       17.938       -2.568        0.019
    -0.5000000       -4.5000000      150.5000000       17.549       -2.063       -2.238
    -0.5000000       -3.5000000      150.5000000       17.463       -2.197       -1.690
    -0.5000000       -2.5000000      150.5000000       17.378       -2.332       -1.142
    -0.5000000       -1.5000000      150.5000000       17.292       -2.467       -0.595
    -0.5000000       -0.5000000      150.5000000       17.206       -2.602       -0.047
    -0.5000000        0.5000000      150.5000000       17.245       -2.685        0.216
    -0.5000000        1.5000000      150.5000000       17.408       -2.716        0.193
    -0.5000000        2.5000000      150.5000000       17.572       -2.748        0.170
    -0.5000000        3.5000000      150.5000000       17.735       -2.779        0.148
    -0.5000000        4.5000000      150.5000000       17.899       -2.811        0.125
    -0.5000000       -4.5000000      151.5000000       17.423       -1.684       -1.970
    -0.5000000       -3.5000000      151.5000000       17.375       -1.859       -1.495
    -0.5000000       -2.5000000      151.5000000       17.328       -2.034       -1.021
    -0.5000000       -1.5000000      151.5000000       17.280       -2.209       -0.546
    -0.5000000       -0.5000000      151.5000000       17.232       -2.384       -0.072
    -0.5000000        0.5000000      151.5000000       17.276       -2.472        0.162
    -0.5000000        1.5000000      151.5000000       17.411       -2.472        0.155
    -0.5000000        2.5000000      151.5000000       17.546       -2.471        0.148
    -0.5000000        3.5000000      151.5000000       17.681       -2.471        0.141
    -0.5000000        4.5000000      151.5000000       17.816       -2.471        0.135
    -0.5000000       -4.5000000      152.5000000       17.297       -1.306       -1.702
    -0.5000000       -3.5000000      152.5000000       17.287       -1.521       -1.301
    -0.5000000       -2.5000000      152.5000000       17.278       -1.736       -0.900
    -0.5000000       -1.5000000      152.5000000       17.268       -1.952       -0.498
    -0.5000000       -0.5000000      152.5000000       17.258       -2.167       -0.097
    -0.5000000        0.5000000      152.5000000       17.307       -2.259        0.108
    -0.5000000        1.5000000      152.5000000       17.414       -2.227        0.117
    -0.5000000        2.5000000      152.5000000       17.520       -2.195        0.126
    -0.5000000        3.5000000      152.5000000       17.627       -2.164        0.135
    -0.5000000        4.5000000      152.5000000       17.733       -2.132        0.144
    -0.5000000       -4.5000000      153.5000000       17.170       -0.928       -1.435
    -0.5000000       -3.5000000      153.5000000       17.199       -1.183       -1.106
    -0.5000000       -2.5000000      153.5000000       17.227       -1.439       -0.778
    -0.5000000       -1.5000000      153.5000000       17.256       -1.694       -0.450
    -0.5000000       -0.5000000      153.5000000       17.285       -1.950       -0.122
    -0.5000000        0.5000000      153.5000000       17.338       -2.046        0.054
    -0.5000000        1.5000000      153.5000000       17.416       -1.982        0.079
    -0.5000000        2.5000000      153.5000000       17.494       -1.919        0.104
    -0.5000000        3.5000000      153.5000000       17.573       -1.856        0.129
    -0.5000000        4.5000000      153.5000000       17.651       -1.793        0.154
    -0.5000000       -4.5000000      154.5000000       17.044       -0.549       -1.167
    -0.5000000       -3.5000000      154.5000000       17.111       -0.845       -0.912
    -0.5000000       -2.5000000      154.5000000       17.177       -1.141       -0.657
    -0.5000000       -1.5000000      154.5000000       17.244       -1.436       -0.402
    -0.5000000       -0.5000000      154.5000000       17.311       -1.732       -0.147
    -0.5000000        0.5000000      154.5000000       17.369       -1.833        0.001
    -0.5000000        1.5000000      154.5000000       17.419       -1.738        0.041
    -0.5000000        2.5000000      154.5000000       17.469       -1.643        0.082
    -0.5000000        3.5000000      154.5000000       17.518       -1.548        0.123
    -0.5000000        4.5000000      154.5000000       17.568       -1.453        0.163
     0.5000000       -4.5000000      145.5000000       17.356       -2.730       -0.613
     0.5000000       -3.5000000      145.5000000       17.336       -2.022       -0.335
     0.5000000       -2.5000000      145.5000000       17.317       -1.314       -0.057
     0.5000000       -1.5000000      145.5000000       17.297       -0.605        0.221
     0.5000000       -0.5000000      145.5000000       17.278        0.103        0.499
     0.5000000        0.5000000      145.5000000       17.330        0.510        0.425
     0.5000000        1.5000000      145.5000000       17.454        0.614       -0.000
     0.5000000        2.5000000      145.5000000       17.578        0.719       -0.426
     0.5000000        3.5000000      145.5000000       17.701        0.824       -0.851
     0.5000000        4.5000000      145.5000000       17.825        0.929       -1.277
     0.5000000       -4.5000000      146.5000000       17.332       -2.482       -0.953
     0.5000000       -3.5000000      146.5000000       17.321       -1.962       -0.630
     0.5000000       -2.5000000      146.5000000       17.310       -1.441       -0.307
     0.5000000       -1.5000000      146.5000000       17.299       -0.920        0.016
     0.5000000       -0.5000000      146.5000000       17.287       -0.400        0.339
     0.5000000        0.5000000      146.5000000       17.346       -0.116        0.325
     0.5000000        1.5000000      146.5000000       17.475       -0.068       -0.026
     0.5000000        2.5000000      146.5000000       17.604       -0.021       -0.376
     0.5000000        3.5000000      146.5000000       17.733        0.026       -0.727
     0.5000000        4.5000000      146.5000000       17.862        0.074       -1.078
     0.5000000       -4.5000000      147.5000000       17.308       -2.234       -1.294
     0.5000000       -3.5000000      147.5000000       17.306       -1.901       -0.925
     0.5000000       -2.5000000      147.5000000       17.303       -1.568       -0.557
     0.5000000       -1.5000000      147.5000000       17.300       -1.236       -0.189
     0.5000000       -0.5000000      147.5000000       17.297       -0.903        0.179
     0.5000000        0.5000000      147.5000000       17.363       -0.741        0.225
     0.5000000        1.5000000      147.5000000       17.497       -0.751       -0.051
     0.5000000        2.5000000      147.5000000       17.631       -0.761       -0.327
     0.5000000        3.5000000      147.5000000       17.765       -0.771       -0.603
     0.5000000        4.5000000      147.5000000       17.900       -0.781       -0.879
     0.5000000       -4.5000000      148.5000000       17.285       -1.986       -1.634
     0.5000000       -3.5000000      148.5000000       17.290       -1.841       -1.220
     0.5000000       -2.5000000      148.5000000       17.296       -1.696       -0.807
     0.5000000       -1.5000000      148.5000000       17.301       -1.551       -0.394
     0.5000000       -0.5000000      148.5000000       17.307       -1.405        0.020
     0.5000000        0.5000000      148.5000000       17.379       -1.367        0.126
     0.5000000        1.5000000      148.5000000       17.519       -1.434       -0.076
     0.5000000        2.5000000      148.5000000       17.658       -1.501       -0.277
     0.5000000        3.5000000      148.5000000       17.797       -1.569       -0.479
     0.5000000        4.5000000      148.5000000       17.937       -1.636       -0.680
     0.5000000       -4.5000000      149.5000000       17.261       -1.738       -1.974
     0.5000000       -3.5000000      149.5000000       17.275       -1.781       -1.515
     0.5000000       -2.5000000      149.5000000       17.289       -1.823       -1.057
     0.5000000       -1.5000000      149.5000000       17.302       -1.866       -0.599
     0.5000000       -0.5000000      149.5000000       17.316       -1.908       -0.140
     0.5000000        0.5000000      149.5000000       17.396       -1.992        0.026
     0.5000000        1.5000000      149.5000000       17.540       -2.117       -0.101
     0.5000000        2.5000000      149.5000000       17.685       -2.241       -0.228
     0.5000000        3.5000000      149.5000000       17.829       -2.366       -0.355
     0.5000000        4.5000000      149.5000000       17.974       -2.491       -0.482
     0.5000000       -4.5000000      150.5000000       17.249       -1.496       -2.047
     0.5000000       -3.5000000      150.5000000       17.271       -1.644       -1.600
     0.5000000       -2.5000000      150.5000000       17.294       -1.792       -1.153
     0.5000000       -1.5000000      150.5000000       17.317       -1.940       -0.707
     0.5000000       -0.5000000      150.5000000       17.340       -2.089       -0.260
     0.5000000        0.5000000      150.5000000       17.420       -2.231       -0.069
     0.5000000        1.5000000      150.5000000       17.557       -2.366       -0.135
     0.5000000        2.5000000      150.5000000       17.695       -2.502       -0.200
     0.5000000        3.5000000      150.5000000       17.832       -2.638       -0.265
     0.5000000        4.5000000      150.5000000       17.969       -2.773       -0.331
     0.5000000       -4.5000000      151.5000000       17.248       -1.260       -1.853
     0.5000000       -3.5000000      151.5000000       17.280       -1.431       -1.474
     0.5000000       -2.5000000      151.5000000       17.312       -1.603       -1.096
     0.5000000       -1.5000000      151.5000000       17.345       -1.775       -0.718
     0.5000000       -0.5000000      151.5000000       17.377       -1.947       -0.340
     0.5000000        0.5000000      151.5000000       17.452       -2.082       -0.159
     0.5000000        1.5000000      151.5000000       17.570       -2.183       -0.176
     0.5000000        2.5000000      151.5000000       17.687       -2.283       -0.193
     0.5000000        3.5000000      151.5000000       17.805       -2.383       -0.210
     0.5000000        4.5000000      151.5000000       17.923       -2.483       -0.227
     0.5000000       -4.5000000      152.5000000       17.247       -1.023       -1.658
     0.5000000       -3.5000000      152.5000000       17.289       -1.218       -1.349
     0.5000000       -2.5000000      152.5000000       17.331       -1.414       -1.039
     0.5000000       -1.5000000      152.5000000       17.373       -1.609       -0.730
     0.5000000       -0.5000000      152.5000000       17.414       -1.805       -0.420
     0.5000000        0.5000000      152.5000000       17.484       -1.934       -0.249
     0.5000000        1.5000000      152.5000000       17.582       -1.999       -0.218
     0.5000000        2.5000000      152.5000000       17.680       -2.063       -0.186
     0.5000000        3.5000000      152.5000000       17.778       -2.128       -0.155
     0.5000000        4.5000000      152.5000000       17.877       -2.192       -0.123
     0.5000000       -4.5000000      153.5000000       17.247       -0.786       -1.464
     0.5000000       -3.5000000      153.5000000       17.298       -1.005       -1.223
     0.5000000       -2.5000000      153.5000000       17.349       -1.224       -0.982
     0.5000000       -1.5000000      153.5000000       17.400       -1.443       -0.741
     0.5000000       -0.5000000      153.5000000       17.451       -1.663       -0.500
     0.5000000        0.5000000      153.5000000       17.516       -1.786       -0.339
     0.5000000        1.5000000      153.5000000       17.595       -1.815       -0.260
     0.5000000        2.5000000      153.5000000       17.673       -1.844       -0.180
     0.5000000        3.5000000      153.5000000       17.752       -1.873       -0.100
     0.5000000        4.5000000      153.5000000       17.830       -1.901       -0.020
     0.5000000       -4.5000000      154.5000000       17.246       -0.550       -1.270
     0.5000000       -3.5000000      154.5000000       17.307       -0.793       -1.097
     0.5000000       -2.5000000      154.5000000       17.367       -1.035       -0.925
     0.5000000       -1.5000000      154.5000000       17.428       -1.278       -0.752
     0.5000000       -0.5000000      154.5000000       17.489       -1.520       -0.580
     0.5000000        0.5000000      154.5000000       17.548       -1.638       -0.430
     0.5000000        1.5000000      154.5000000       17.607       -1.631       -0.301
     0.5000000        2.5000000      154.5000000       17.666       -1.625       -0.173
     0.5000000        3.5000000      154.5000000       17.725       -1.618       -0.045
     0.5000000        4.5000000      154.5000000       17.784       -1.611        0.084
     1.5000000       -4.5000000      145.5000000       17.442       -2.828       -1.073
     1.5000000       -3.5000000      145.5000000       17.331       -2.184       -0.832
     1.5000000       -2.5000000      145.5000000       17.221       -1.540       -0.591
     1.5000000       -1.5000000      145.5000000       17.110       -0.895       -0.350
     1.5000000       -0.5000000      145.5000000       16.999       -0.251       -0.108
     1.5000000        0.5000000      145.5000000       16.960        0.145       -0.169
     1.5000000        1.5000000      145.5000000       16.994        0.294       -0.532
     1.5000000        2.5000000      145.5000000       17.028        0.442       -0.894
     1.5000000        3.5000000      145.5000000       17.061        0.591       -1.257
     1.5000000        4.5000000      145.5000000       17.095        0.739       -1.620
     1.5000000       -4.5000000      146.5000000       17.420       -2.620       -1.385
     1.5000000       -3.5000000      146.5000000       17.340       -2.188       -1.132
     1.5000000       -2.5000000      146.5000000       17.259       -1.757       -0.880
     1.5000000       -1.5000000      146.5000000       17.179       -1.325       -0.628
     1.5000000       -0.5000000      146.5000000       17.098       -0.893       -0.376
     1.5000000        0.5000000      146.5000000       17.066       -0.618       -0.379
     1.5000000        1.5000000      146.5000000       17.082       -0.499       -0.638
     1.5000000        2.5000000      146.5000000       17.097       -0.380       -0.896
     1.5000000        3.5000000      146.5000000       17.113       -0.261       -1.155
     1.5000000        4.5000000      146.5000000       17.129       -0.141       -1.414
     1.5000000       -4.5000000      147.5000000       17.398       -2.412       -1.696
     1.5000000       -3.5000000      147.5000000       17.348       -2.193       -1.432
     1.5000000       -2.5000000      147.5000000       17.298       -1.974       -1.169
     1.5000000       -1.5000000      147.5000000       17.248       -1.755       -0.906
     1.5000000       -0.5000000      147.5000000       17.198       -1.536       -0.643
     1.5000000        0.5000000      147.5000000       17.172       -1.381       -0.589
     1.5000000        1.5000000      147.5000000       17.169       -1.291       -0.744
     1.5000000        2.5000000      147.5000000       17.167       -1.201       -0.898
     1.5000000        3.5000000      147.5000000       17.165       -1.112       -1.053
     1.5000000        4.5000000      147.5000000       17.163       -1.022       -1.208
     1.5000000       -4.5000000      148.5000000       17.376       -2.205       -2.007
     1.5000000       -3.5000000      148.5000000       17.357       -2.198       -1.733
     1.5000000       -2.5000000      148.5000000       17.337       -2.191       -1.458
     1.5000000       -1.5000000      148.5000000       17.317       -2.184       -1.184
     1.5000000       -0.5000000      148.5000000       17.297       -2.178       -0.910
     1.5000000        0.5000000      148.5000000       17.277       -2.144       -0.799
     1.5000000        1.5000000      148.5000000       17.257       -2.084       -0.850
     1.5000000        2.5000000      148.5000000       17.237       -2.023       -0.900
     1.5000000        3.5000000      148.5000000       17.217       -1.963       -0.951
     1.5000000        4.5000000      148.5000000       17.197       -1.902       -1.002
     1.5000000       -4.5000000      149.5000000       17.355       -1.997       -2.318
     1.5000000       -3.5000000      149.5000000       17.365       -2.203       -2.033
     1.5000000       -2.5000000      149.5000000       17.376       -2.408       -1.748
     1.5000000       -1.5000000      149.5000000       17.386       -2.614       -1.462
     1.5000000       -0.5000000      149.5000000       17.397       -2.820       -1.177
     1.5000000        0.5000000      149.5000000       17.383       -2.907       -1.008
     1.5000000        1.5000000      149.5000000       17.345       -2.876       -0.955
     1.5000000        2.5000000      149.5000000       17.307       -2.845       -0.903
     1.5000000        3.5000000      149.5000000       17.269       -2.814       -0.850
     1.5000000        4.5000000      149.5000000       17.231       -2.783       -0.797
     1.5000000       -4.5000000      150.5000000       17.381       -1.785       -2.391
     1.5000000       -3.5000000      150.5000000       17.407       -2.093       -2.121
     1.5000000       -2.5000000      150.5000000       17.433       -2.400       -1.851
     1.5000000       -1.5000000      150.5000000       17.459       -2.708       -1.582
     1.5000000       -0.5000000      150.5000000       17.485       -3.016       -1.312
     1.5000000        0.5000000      150.5000000       17.474       -3.158       -1.119
     1.5000000        1.5000000      150.5000000       17.428       -3.136       -1.002
     1.5000000        2.5000000      150.5000000       17.381       -3.114       -0.885
     1.5000000        3.5000000      150.5000000       17.335       -3.092       -0.768
     1.5000000        4.5000000      150.5000000       17.288       -3.070       -0.651
     1.5000000       -4.5000000      151.5000000       17.456       -1.569       -2.225
     1.5000000       -3.5000000      151.5000000       17.482       -1.868       -1.998
     1.5000000       -2.5000000      151.5000000       17.508       -2.167       -1.770
     1.5000000       -1.5000000      151.5000000       17.534       -2.466       -1.542
     1.5000000       -0.5000000      151.5000000       17.560       -2.766       -1.315
     1.5000000        0.5000000      151.5000000       17.551       -2.898       -1.130
     1.5000000        1.5000000      151.5000000       17.505       -2.865       -0.989
     1.5000000        2.5000000      151.5000000       17.459       -2.831       -0.847
     1.5000000        3.5000000      151.5000000       17.413       -2.797       -0.706
     1.5000000        4.5000000      151.5000000       17.368       -2.764       -0.564
     1.5000000       -4.5000000      152.5000000       17.530       -1.353       -2.060
     1.5000000       -3.5000000      152.5000000       17.557       -1.643       -1.874
     1.5000000       -2.5000000      152.5000000       17.583       -1.934       -1.689
     1.5000000       -1.5000000      152.5000000       17.610       -2.225       -1.503
     1.5000000       -0.5000000      152.5000000       17.636       -2.515       -1.318
     1.5000000        0.5000000      152.5000000       17.627       -2.638       -1.142
     1.5000000        1.5000000      152.5000000       17.582       -2.593       -0.976
     1.5000000        2.5000000      152.5000000       17.537       -2.548       -0.810
     1.5000000        3.5000000      152.5000000       17.492       -2.503       -0.644
     1.5000000        4.5000000      152.5000000       17.447       -2.457       -0.478
     1.5000000       -4.5000000      153.5000000       17.605       -1.137       -1.894
     1.5000000       -3.5000000      153.5000000       17.632       -1.419       -1.751
     1.5000000       -2.5000000      153.5000000       17.658       -1.701       -1.607
     1.5000000       -1.5000000      153.5000000       17.685       -1.983       -1.464
     1.5000000       -0.5000000      153.5000000       17.712       -2.265       -1.320
     1.5000000        0.5000000      153.5000000       17.703       -2.378       -1.153
     1.5000000        1.5000000      153.5000000       17.659       -2.321       -0.963
     1.5000000        2.5000000      153.5000000       17.615       -2.265       -0.773
     1.5000000        3.5000000      153.5000000       17.571       -2.208       -0.582
     1.5000000        4.5000000      153.5000000       17.527       -2.151       -0.392
     1.5000000       -4.5000000      154.5000000       17.679       -0.921       -1.729
     1.5000000       -3.5000000      154.5000000       17.707       -1.194       -1.627
     1.5000000       -2.5000000      154.5000000       17.734       -1.468       -1.526
     1.5000000       -1.5000000      154.5000000       17.761       -1.742       -1.424
     1.5000000       -0.5000000      154.5000000       17.788       -2.015       -1.323
     1.5000000        0.5000000      154.5000000       17.780       -2.118       -1.165
     1.5000000        1.5000000      154.5000000       17.737       -2.050       -0.950
     1.5000000        2.5000000      154.5000000       17.693       -1.981       -0.735
     1.5000000        3.5000000      154.5000000       17.650       -1.913       -0.521
     1.5000000        4.5000000      154.5000000       17.607       -1.845       -0.306
     2.5000000       -4.5000000      145.5000000       17.804       -1.934       -1.417
     2.5000000       -3.5000000      145.5000000       17.383       -1.440       -1.099
     2.5000000       -2.5000000      145.5000000       16.962       -0.946       -0.782
     2.5000000       -1.5000000      145.5000000       16.542       -0.452       -0.464
     2.5000000       -0.5000000      145.5000000       16.121        0.042       -0.147
     2.5000000        0.5000000      145.5000000       16.002        0.363       -0.175
     2.5000000        1.5000000      145.5000000       16.186        0.511       -0.550
     2.5000000        2.5000000      145.5000000       16.369        0.659       -0.925
     2.5000000        3.5000000      145.5000000       16.552        0.808       -1.299
     2.5000000        4.5000000      145.5000000       16.735        0.956       -1.674
     2.5000000       -4.5000000      146.5000000       17.842       -1.866       -1.707
     2.5000000       -3.5000000      146.5000000       17.452       -1.623       -1.356
     2.5000000       -2.5000000      146.5000000       17.061       -1.379       -1.006
     2.5000000       -1.5000000      146.5000000       16.670       -1.135       -0.655
     2.5000000       -0.5000000      146.5000000       16.280       -0.892       -0.304
     2.5000000        0.5000000      146.5000000       16.164       -0.665       -0.278
     2.5000000        1.5000000      146.5000000       16.323       -0.456       -0.576
     2.5000000        2.5000000      146.5000000       16.482       -0.246       -0.874
     2.5000000        3.5000000      146.5000000       16.641       -0.037       -1.172
     2.5000000        4.5000000      146.5000000       16.800        0.173       -1.470
     2.5000000       -4.5000000      147.5000000       17.880       -1.799       -1.997
     2.5000000       -3.5000000      147.5000000       17.520       -1.806       -1.613
     2.5000000       -2.5000000      147.5000000       17.159       -1.812       -1.230
     2.5000000       -1.5000000      147.5000000       16.799       -1.819       -0.846
     2.5000000       -0.5000000      147.5000000       16.438       -1.826       -0.462
     2.5000000        0.5000000      147.5000000       16.325       -1.694       -0.381
     2.5000000        1.5000000      147.5000000       16.460       -1.423       -0.602
     2.5000000        2.5000000      147.5000000       16.595       -1.152       -0.824
     2.5000000        3.5000000      147.5000000       16.730       -0.881       -1.045
     2.5000000        4.5000000      147.5000000       16.864       -0.611       -1.267
     2.5000000       -4.5000000      148.5000000       17.919       -1.732       -2.287
     2.5000000       -3.5000000      148.5000000       17.588       -1.988       -1.870
     2.5000000       -2.5000000      148.5000000       17.258       -2.245       -1.454
     2.5000000       -1.5000000      148.5000000       16.927       -2.502       -1.037
     2.5000000       -0.5000000      148.5000000       16.597       -2.759       -0.620
     2.5000000        0.5000000      148.5000000       16.487       -2.722       -0.484
     2.5000000        1.5000000      148.5000000       16.597       -2.390       -0.629
     2.5000000        2.5000000      148.5000000       16.708       -2.058       -0.774
     2.5000000        3.5000000      148.5000000       16.818       -1.726       -0.918
     2.5000000        4.5000000      148.5000000       16.929       -1.394       -1.063
     2.5000000       -4.5000000      149.5000000       17.957       -1.664       -2.577
     2.5000000       -3.5000000      149.5000000       17.657       -2.171       -2.127
     2.5000000       -2.5000000      149.5000000       17.356       -2.679       -1.677
     2.5000000       -1.5000000      149.5000000       17.056       -3.186       -1.228
     2.5000000       -0.5000000      149.5000000       16.755       -3.693       -0.778
     2.5000000        0.5000000      149.5000000       16.648       -3.750       -0.587
     2.5000000        1.5000000      149.5000000       16.734       -3.357       -0.655
